2020-05-19T17:34:17.043Z,Activity,493787.784227,,2,10
2020-05-19T17:34:17.406Z,Activity,493791.0293505417,,2,10
2020-05-19T17:34:20.242Z,Activity,493793.86487162503,,2,10
2020-05-19T17:34:22.526Z,Activity,493796.15015675005,,2,10
2020-05-19T17:34:26.966Z,Activity,493800.58564837504,,2,10
2020-05-19T17:34:35.384Z,Activity,493803.82956575,,2,10
2020-05-19T17:34:37.885Z,Activity,493811.5116047917,stationary,0,10
2020-05-19T17:34:38.168Z,Activity,493811.78813125,,2,10
2020-05-19T17:34:44.244Z,Activity,493817.868841,stationary,0,10
2020-05-19T17:34:44.562Z,Activity,493818.18907900003,,2,10
2020-05-19T17:34:54.082Z,Activity,493818.18907900003,,2,10
2020-05-19T17:34:54.164Z,Activity,493827.789213875,stationary,0,10
2020-05-19T17:34:54.483Z,Activity,493828.10936787503,,2,10
2020-05-19T17:35:00.250Z,Activity,493833.86947616667,stationary,0,10
2020-05-19T17:35:00.566Z,Activity,493834.1895221667,,2,10
2020-05-19T17:35:12.901Z,Activity,493834.1895221667,,2,10
2020-05-19T17:35:31.685Z,Activity,493834.1895221667,,2,10
2020-05-19T17:35:50.003Z,Activity,493882.8351697917,,2,10
2020-05-19T17:35:54.694Z,Activity,493888.3168295,stationary,0,10
2020-05-19T17:35:54.971Z,Activity,493888.5958305,,2,10
2020-05-19T17:35:55.934Z,Activity,493889.556047625,stationary,0,10
2020-05-19T17:35:56.255Z,Activity,493889.8759975,,2,10
2020-05-19T17:35:57.258Z,Activity,493890.877008125,stationary,0,10
2020-05-19T17:35:58.491Z,Activity,493892.11625625,,2,10
2020-05-19T17:36:08.720Z,Activity,493892.11625625,,2,10
2020-05-19T17:36:27.515Z,Activity,493920.279537375,,2,10
2020-05-19T17:37:29.211Z,Activity,493974.38337062503,,2,12
2020-05-19T17:37:32.006Z,Activity,493985.6295529167,,2,12
2020-05-19T17:37:34.567Z,Activity,493988.189663125,,2,12
2020-05-19T17:37:36.440Z,Activity,493990.06499800005,stationary,0,12
2020-05-19T17:37:36.760Z,Activity,493990.38485200005,,2,12
2020-05-19T17:37:38.999Z,Activity,493992.6251636667,,2,12
2020-05-19T17:37:47.918Z,Activity,493995.87041325006,,2,12
2020-05-19T17:37:56.921Z,Activity,494010.5484605,stationary,0,12
2020-05-19T17:37:57.244Z,Activity,494010.8688325,,2,12
2020-05-19T17:38:06.651Z,Activity,494010.8688325,,2,12
2020-05-19T17:38:24.999Z,Activity,494031.3500602917,,2,12
2020-05-19T17:38:33.087Z,Activity,494046.711800375,stationary,0,12
2020-05-19T17:38:33.727Z,Activity,494047.35177212505,,2,12
2020-05-19T17:38:43.825Z,Activity,494053.43255850003,,2,12
2020-05-19T17:39:02.581Z,Activity,494053.43255850003,,2,12
2020-05-19T17:39:09.570Z,Activity,494083.19603487506,stationary,0,12
2020-05-19T17:39:09.888Z,Activity,494083.516090875,,2,12
2020-05-19T17:39:10.849Z,Activity,494084.4762576667,stationary,0,12
2020-05-19T17:39:11.494Z,Activity,494085.11629487504,,2,12
2020-05-19T17:39:21.145Z,Activity,494085.11629487504,,2,12
2020-05-19T17:39:26.534Z,Activity,494100.158254,stationary,0,12
2020-05-19T17:39:26.853Z,Activity,494100.47851100005,,2,12
2020-05-19T17:39:39.883Z,Activity,494100.47851100005,,2,12
2020-05-19T17:39:45.416Z,Activity,494119.040541,,2,12
2020-05-19T17:39:47.335Z,Activity,494120.9607719167,stationary,0,12
2020-05-19T17:39:47.976Z,Activity,494121.60085000005,,2,12
2020-05-19T17:39:48.942Z,Activity,494122.56104291667,stationary,0,12
2020-05-19T17:39:49.576Z,Activity,494123.20144362503,,2,12
2020-05-19T17:40:04.647Z,Activity,494129.0097155417,,2,15
2020-05-19T17:40:08.458Z,Activity,494142.083604375,,2,15
2020-05-19T17:40:23.078Z,Activity,494152.04779075005,,2,15
2020-05-19T17:40:41.748Z,Activity,494152.04779075005,,2,15
2020-05-19T17:40:47.501Z,Activity,494181.129248125,stationary,0,15
2020-05-19T17:40:48.461Z,Activity,494182.089207875,,2,15
2020-05-19T17:40:48.784Z,Activity,494182.409390875,stationary,0,15
2020-05-19T17:40:50.063Z,Activity,494183.68926475005,,2,15
2020-05-19T17:40:51.020Z,Activity,494184.6492206667,stationary,0,15
2020-05-19T17:40:51.342Z,Activity,494184.9694606667,,2,15
2020-05-19T17:41:00.000Z,Activity,494193.6101097917,,2,15
2020-05-19T17:41:00.944Z,Activity,494194.5703014167,stationary,0,15
2020-05-19T17:41:01.263Z,Activity,494194.8905174167,,2,15
2020-05-19T17:41:03.507Z,Activity,494197.13068162504,stationary,0,15
2020-05-19T17:41:03.825Z,Activity,494197.45065762504,,2,15
2020-05-19T17:41:05.425Z,Activity,494199.05101837503,stationary,0,15
